sra,PHA00201,PHA00428,PHA00452,PHA00653,PHA00664,PHA00667,PHA00684,PHA00727,PHA00735,PHA00821,PHA01547,PHA01808,PHA02030,PHA02031,PHA02100,PHA02123,PHA02447,PHA02529,PHA02539,PHA02541,PHA02550,PHA02553,PHA02555,PHA02566,PHA02572,PHA02582,PHA02584,PHA02587,PHA02607,PHA02613,PHA02616,PHA02664,PHA02674,PHA02685,PHA02693,PHA02701,PHA02774,PHA02776,PHA02778,PHA02779,PHA02952,PHA03067,PHA03095,PHA03111,PHA03124,PHA03127,PHA03133,PHA03134,PHA03140,PHA03144,PHA03145,PHA03146,PHA03162,PHA03173,PHA03178,PHA03179,PHA03225,PHA03230,PHA03231,PHA03232,PHA03233,PHA03242,PHA03246,PHA03247,PHA03248,PHA03252,PHA03261,PHA03263,PHA03264,PHA03270,PHA03273,PHA03275,PHA03292,PHA03293,PHA03294,PHA03302,PHA03307,PHA03309,PHA03311,PHA03321,PHA03323,PHA03325,PHA03326,PHA03332,PHA03333,PHA03342,PHA03343,PHA03344,PHA03346,PHA03348,PHA03349,PHA03352,PHA03359,PHA03362,PHA03366,PHA03367,PHA03368,PHA03369,PHA03375,PHA03380,PHA03381,PHA03384,PHA03385,PHA03387,PHA03392,PHA03393,PHA03394,PHA03399,PHA03414,PHA03415,TIGR04198,TIGR04233,TIGR04236,cd00205,cd15464,pfam00429,pfam00506,pfam00513,pfam00729,pfam00747,pfam00761,pfam00844,pfam00915,pfam00971,pfam01001,pfam01065,pfam01366,pfam01443,pfam01499,pfam01538,pfam01561,pfam01601,pfam01621,pfam01673,pfam01766,pfam02053,pfam02123,pfam02247,pfam02336,pfam02442,pfam02689,pfam02956,pfam02957,pfam03014,pfam03035,pfam03038,pfam03084,pfam03122,pfam03229,pfam03325,pfam03337,pfam03361,pfam03431,pfam03910,pfam03955,pfam04451,pfam04513,pfam04523,pfam04544,pfam04559,pfam04623,pfam05072,pfam05268,pfam05311,pfam05518,pfam05941,pfam06016,pfam06070,pfam06088,pfam06126,pfam06284,pfam07124,pfam07134,pfam08710,pfam08949,pfam09018,pfam09408,pfam11053,pfam11091,pfam11590,pfam11602,pfam12259,pfam12526,pfam12601
SRR533312,62,0,26,0,0,16,51,123,36,4,0,5,23,0,12,0,144,14,8,2,34,0,2,0,10,9,19,0,7,0,10,45,72,0,0,0,0,4,0,0,36,6,0,6,2,0,8,2,38,122,44,0,6,0,36,2,4,0,42,12,38,6,0,28,78,2,4,27,2,2,8,0,0,28,2,0,729,18,116,0,0,0,0,0,0,0,84,0,0,8,2,2,30,59,0,28,2,0,40,20,2,0,232,26,0,28,0,0,28,0,0,2,0,0,0,3,6,2,0,14,9,3,8,12,2,0,0,6,18,0,0,3,0,0,0,0,0,9,3,0,15,9,0,48,12,0,9,0,0,45,0,0,0,54,24,2,79,0,0,71,10,0,168,2,0,4,100,4,0,0,63,8,22,0,45,3,0,4,0,0,0,0,0,0
SRR5381878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR538196,2,0,6,0,0,8,12,64,18,0,0,0,2,0,12,0,72,7,0,0,12,0,2,2,0,8,9,0,0,9,2,42,36,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,18,56,20,0,10,0,30,4,0,0,22,4,18,0,0,12,23,2,0,2,4,3,4,0,0,19,0,0,427,12,110,0,0,0,0,0,0,0,34,0,0,0,0,4,7,18,0,4,0,0,20,12,0,0,104,6,0,24,2,3,21,2,0,0,0,0,0,0,4,0,0,6,3,9,2,0,8,0,0,6,2,0,0,0,0,0,0,0,0,12,0,0,23,3,0,28,12,0,0,0,0,6,0,0,0,27,8,4,10,2,0,35,6,0,33,0,0,0,35,8,0,0,33,6,0,0,6,3,0,2,3,8,0,0,0,0
SRR538211,0,0,18,0,12,8,71,109,28,4,0,5,6,0,6,0,112,24,16,2,48,0,2,4,0,25,26,0,4,20,18,62,56,0,6,0,0,2,0,0,28,6,0,9,2,0,8,10,30,104,53,0,2,4,48,14,4,0,58,15,31,3,0,50,67,0,4,26,10,3,4,0,2,30,16,0,873,21,85,0,0,0,0,0,0,2,76,2,0,22,0,2,52,67,0,22,0,0,38,32,2,0,185,18,0,47,4,9,63,2,0,0,0,0,0,3,30,0,0,16,12,0,9,0,0,0,0,14,10,0,0,0,0,0,0,0,0,29,9,0,8,9,0,56,6,0,3,0,0,33,0,0,2,42,24,0,57,2,0,76,20,0,180,2,2,0,86,12,0,0,57,14,36,2,33,9,0,8,6,0,0,0,0,0
SRR5382269,2,0,2,0,0,0,7,17,4,0,0,0,0,0,0,0,16,0,0,2,8,0,0,0,0,0,4,0,0,0,8,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,13,4,0,2,4,6,12,0,0,6,15,4,0,0,24,13,0,0,16,0,2,0,0,0,8,0,0,98,3,57,0,0,0,0,0,0,0,6,0,0,0,0,0,21,16,0,10,0,0,4,2,0,0,28,2,0,3,0,0,28,0,0,0,0,0,0,3,2,0,0,18,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,18,3,0,16,3,0,4,0,0,3,0,0,21,0,0,0,6,0,6,35,0,0,14,8,0,116,2,0,2,7,0,0,0,9,2,12,0,21,0,0,0,0,0,0,0,0,3
SRR5382285,0,0,4,0,0,4,8,12,4,4,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,8,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,13,4,0,4,2,4,4,0,0,4,4,5,0,0,12,6,0,0,2,0,0,0,0,0,2,0,0,75,3,80,0,0,0,0,0,0,0,6,0,0,0,0,0,2,12,0,6,0,0,5,0,0,0,20,2,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3,0,24,3,0,8,0,0,6,0,0,6,0,0,0,6,0,0,10,0,0,8,2,0,22,0,0,0,8,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0
SRR5382379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR5383919,10,0,4,0,0,0,10,6,2,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,6,14,0,0,0,8,2,0,0,4,7,2,3,0,7,7,0,0,4,8,0,0,0,0,0,0,0,74,3,83,0,0,0,0,0,0,2,4,0,0,0,0,0,5,4,0,4,0,0,4,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,24,0,0,4,0,0,0,0,0,9,0,0,0,3,0,2,15,0,0,10,6,0,51,0,0,0,10,0,0,0,3,0,12,0,9,0,0,0,0,0,0,0,0,0
SRR5386138,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR5386158,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,2,0,0,0,2,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR539259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR539328,12,0,12,4,0,4,32,41,12,0,0,0,2,0,6,0,48,3,5,0,8,0,0,0,20,21,22,0,2,0,2,28,24,0,0,0,0,2,0,0,12,0,3,6,0,0,4,4,12,44,21,0,2,0,30,10,2,0,18,13,12,0,0,56,22,0,2,6,4,0,0,0,0,16,10,0,401,21,46,0,2,0,0,0,0,2,28,0,2,2,0,0,34,33,0,6,0,0,13,12,2,0,72,6,0,19,0,3,35,2,0,2,0,0,0,0,6,4,0,6,6,12,2,4,2,0,0,4,4,0,0,0,0,0,0,0,0,3,6,0,8,0,0,4,6,0,3,0,0,9,0,0,0,18,8,4,15,2,0,26,2,0,46,2,0,2,48,12,0,0,21,4,30,0,9,3,0,0,0,0,0,0,0,3
SRR539337,50,0,18,0,4,4,33,95,30,8,0,5,4,0,0,0,120,10,0,0,36,0,2,0,0,7,12,0,0,9,4,43,60,2,6,0,2,4,0,0,30,2,0,6,0,0,4,2,30,96,54,0,2,4,24,8,0,0,40,3,33,0,2,33,41,0,2,10,4,0,0,0,0,17,12,0,598,12,81,0,0,0,0,2,0,0,44,0,0,9,0,2,20,34,0,16,0,0,37,16,0,0,156,8,0,26,0,0,28,4,0,4,0,0,0,0,10,0,0,2,6,9,15,8,0,0,0,4,4,0,6,0,0,0,0,0,0,13,3,0,8,3,0,32,0,0,9,0,0,24,0,0,0,45,8,3,40,2,0,57,10,0,84,0,0,0,67,4,0,0,48,6,34,0,24,6,0,0,3,4,0,0,0,0
SRR539445,19,0,6,0,0,8,31,76,22,4,0,0,7,0,6,0,88,6,12,0,20,0,2,2,20,10,6,0,4,18,10,12,44,0,6,0,0,0,0,0,22,2,0,3,2,0,12,0,20,60,29,0,6,2,4,2,0,0,22,26,23,0,2,28,36,2,0,34,0,2,0,0,0,2,7,0,502,9,110,0,0,0,2,2,0,4,46,0,0,4,0,0,13,72,0,26,0,0,25,4,0,0,132,10,0,23,2,3,35,0,0,0,0,0,0,3,2,4,0,22,0,6,6,8,0,0,0,18,6,0,7,0,0,0,0,0,0,60,3,0,24,0,0,24,6,0,3,0,0,36,0,0,0,33,12,7,65,0,0,36,10,0,193,2,0,0,45,0,0,0,39,6,6,0,36,3,0,0,6,0,0,0,0,0
SRR539462,7,0,12,0,4,16,28,57,14,0,0,0,4,0,6,0,56,8,0,2,28,0,2,0,0,0,8,0,0,9,0,32,28,0,3,0,0,0,0,0,14,2,0,0,0,0,0,0,14,50,26,0,0,0,22,2,4,0,18,6,16,6,0,36,29,2,2,2,0,0,0,0,0,10,4,0,372,18,45,0,0,0,0,0,0,0,40,0,0,2,0,2,14,12,0,0,0,0,15,10,0,0,103,18,0,30,0,3,35,2,0,0,0,0,0,0,4,0,0,2,3,6,10,0,4,0,0,6,6,0,0,0,0,0,0,0,0,11,0,0,8,3,0,16,6,0,3,0,0,0,0,0,0,21,20,2,0,0,0,24,8,0,8,0,0,0,39,6,0,0,30,6,24,0,0,3,0,2,3,8,0,0,0,0
SRR539542,19,0,12,0,4,0,26,63,14,0,0,5,4,0,6,0,64,4,0,2,8,0,0,0,0,7,6,0,0,11,2,36,32,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,12,56,26,0,2,2,24,4,0,0,26,4,15,3,0,19,35,2,0,10,6,0,0,0,0,17,0,0,296,12,26,0,0,0,0,0,0,0,38,0,0,4,0,0,29,13,0,4,0,0,18,8,0,0,108,8,0,14,0,0,7,0,0,0,0,0,0,0,12,0,0,4,0,3,6,4,2,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,24,6,0,3,0,0,3,0,0,2,24,8,0,5,2,0,43,14,0,22,0,0,2,34,6,0,0,33,0,12,0,3,0,0,0,3,0,0,0,0,0
SRR539587,31,0,10,0,0,4,49,69,18,0,0,0,24,0,12,0,72,21,0,0,20,0,2,2,20,10,16,0,0,11,4,29,36,0,0,0,0,0,0,0,18,0,0,3,2,0,0,2,20,61,38,0,4,0,22,2,4,0,24,7,21,0,0,27,33,0,0,10,0,0,0,0,0,18,12,0,491,24,102,0,0,0,2,0,0,0,46,0,0,0,0,2,13,28,0,6,0,0,22,12,0,0,118,8,0,21,0,6,35,0,0,4,0,0,0,0,6,6,0,8,0,3,8,0,0,0,0,4,6,0,0,0,0,0,0,0,0,19,0,0,24,3,0,40,12,0,12,0,0,9,0,0,2,27,8,0,15,0,0,37,4,0,27,0,0,0,60,4,0,0,36,4,29,0,9,0,0,0,3,12,0,0,0,0
SRR539589,28,0,22,4,4,16,55,98,26,0,0,5,17,0,18,0,104,23,0,2,44,2,6,8,30,32,34,0,2,11,6,74,52,0,0,0,0,0,0,0,27,0,0,3,2,0,4,2,32,97,43,0,10,0,46,8,6,0,40,14,30,0,0,44,58,0,2,20,6,0,0,0,2,28,11,0,813,36,150,0,0,0,2,0,0,0,66,2,0,2,0,4,36,45,0,14,0,0,35,18,0,0,183,22,0,52,2,6,56,0,0,0,0,0,0,0,14,10,0,18,6,9,8,0,2,2,0,4,12,0,6,0,0,0,0,0,0,26,0,0,31,3,0,72,18,0,9,0,0,12,2,0,2,39,32,4,20,0,0,65,14,0,76,0,0,6,81,12,0,0,51,10,46,0,12,6,0,0,3,12,0,0,0,0
SRR539657,19,0,0,4,0,4,0,11,2,0,0,0,0,0,0,0,8,0,0,2,4,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,7,2,0,0,0,2,0,0,0,2,2,2,0,0,0,2,0,0,3,0,0,0,0,0,4,2,0,61,0,3,0,0,0,0,0,0,0,4,0,0,2,0,0,3,6,0,2,0,0,2,6,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,3,0,0,0,3,0,0,5,0,0,5,2,0,11,0,0,0,2,4,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR539666,9,0,26,0,24,12,72,137,34,0,0,0,24,0,18,0,136,27,10,0,39,0,14,4,20,23,25,0,2,20,8,125,68,0,3,0,2,0,0,0,35,2,0,6,2,0,12,8,42,137,65,0,14,8,96,10,2,0,54,26,40,3,0,55,88,2,8,8,8,2,8,0,0,45,15,0,1138,30,144,0,0,0,2,0,0,0,98,2,0,5,0,4,61,87,0,26,0,0,42,16,0,0,254,26,0,52,16,6,84,2,0,6,0,0,0,0,20,6,0,12,12,6,10,0,6,0,0,8,18,0,6,0,0,0,0,0,0,22,3,0,23,15,0,76,18,0,21,0,0,48,2,0,2,51,36,2,83,4,0,85,20,0,180,2,0,8,106,26,0,0,72,12,34,0,48,15,0,4,6,8,0,0,0,3
SRR541039,2,0,14,0,20,12,7,79,18,0,0,0,16,0,9,0,72,14,5,0,8,0,4,6,10,31,18,0,2,18,4,41,36,0,3,0,0,0,0,0,18,0,0,0,2,0,0,0,20,69,20,0,8,0,22,6,0,0,26,8,18,3,0,35,45,2,0,23,4,0,4,0,0,20,3,0,577,12,106,0,0,0,0,0,0,0,46,2,0,9,0,2,21,43,0,6,0,0,18,14,0,0,137,12,0,19,0,0,42,0,0,2,0,0,0,3,8,0,0,8,3,6,4,0,0,0,0,6,10,0,0,0,0,0,0,0,0,30,3,0,23,12,0,52,9,0,3,0,0,15,0,0,0,27,12,6,28,0,2,33,14,0,110,2,0,0,39,4,0,0,42,12,6,0,15,0,0,2,6,4,0,0,0,0
SRR541085,5,0,16,0,8,8,12,64,18,8,0,5,9,0,9,0,72,11,6,0,56,2,6,0,10,9,15,0,4,11,8,23,36,0,6,0,0,0,0,0,18,0,0,0,0,0,0,2,20,63,18,0,4,2,28,2,2,0,20,2,18,0,4,4,43,4,0,21,2,2,4,0,0,16,9,0,440,9,31,0,0,0,0,4,0,0,40,0,0,0,0,0,2,27,0,6,0,0,20,6,0,0,136,10,0,30,2,3,49,2,0,0,0,0,0,6,2,0,0,2,0,12,6,0,4,0,0,2,12,0,21,0,0,0,0,2,0,9,6,0,0,15,0,28,9,0,6,0,0,15,0,0,2,27,16,5,27,0,0,31,4,0,69,10,0,0,36,2,0,0,33,12,2,0,15,3,0,2,3,8,0,0,0,3
SRR541087,19,2,14,4,4,8,16,170,50,4,0,0,25,0,3,0,200,17,0,4,21,0,4,4,10,23,16,0,0,20,12,19,100,0,0,0,0,2,0,0,50,0,0,6,0,0,12,0,52,139,48,0,4,0,22,6,0,0,52,10,52,0,0,16,119,6,2,12,0,0,4,0,0,26,9,0,590,3,90,4,0,0,0,0,0,0,74,0,0,2,0,2,13,32,0,12,2,0,56,14,0,0,299,8,0,27,0,3,21,0,0,2,0,0,0,0,4,4,0,4,6,12,6,0,4,0,0,2,34,0,0,0,0,0,0,0,0,12,0,0,7,12,0,36,3,0,21,0,0,15,0,0,2,75,16,0,25,0,0,82,2,0,81,8,0,0,54,4,0,0,87,6,0,2,15,3,0,6,6,0,0,0,0,0
SRR541089,19,2,12,4,4,8,22,176,52,4,0,0,25,0,6,0,208,28,6,2,29,0,2,8,0,41,27,0,2,11,18,17,104,0,0,0,0,2,0,0,52,0,0,6,2,0,8,0,54,143,50,0,0,0,26,12,0,0,54,8,55,0,0,42,123,6,2,12,0,0,4,0,0,20,9,0,629,12,96,4,0,0,0,0,0,0,78,0,0,2,0,0,24,46,0,10,0,0,58,12,0,0,315,10,0,33,0,3,21,0,0,0,0,0,0,0,4,2,0,8,6,24,6,4,4,0,0,2,36,0,7,0,0,0,0,0,0,12,3,0,7,15,0,40,6,0,21,0,0,15,0,0,2,78,16,0,25,0,2,86,4,0,63,8,0,0,58,6,0,0,90,10,12,2,15,0,0,8,3,0,0,0,0,0
SRR541095,43,2,16,4,4,8,26,211,62,12,0,0,18,0,6,0,248,17,6,2,29,0,4,8,10,39,22,3,2,11,30,39,124,0,0,0,0,6,0,0,62,0,0,12,2,0,12,0,66,175,62,0,6,0,44,10,2,0,64,10,65,0,4,38,138,10,4,20,2,0,4,0,0,32,16,0,821,12,111,4,2,0,0,4,0,0,96,0,0,2,0,4,19,44,0,12,2,0,71,16,0,0,379,14,0,49,0,3,28,0,0,2,0,0,0,0,4,2,0,6,9,24,8,0,4,0,4,6,38,0,7,2,0,0,0,0,0,12,3,0,7,21,0,44,6,0,30,0,0,18,0,0,2,93,28,2,30,0,0,104,6,0,90,12,0,0,73,6,0,0,108,10,12,2,18,0,0,4,3,0,0,0,0,0
SRR5650755,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,8,2,5,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SRR5650801,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0
SRR5650874,0,0,2,0,4,4,0,18,6,4,0,0,8,0,0,0,24,6,0,0,5,0,0,0,0,0,7,0,0,0,2,7,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,17,10,0,0,0,6,0,0,0,9,0,7,0,0,0,6,2,0,2,0,0,0,0,0,2,0,0,120,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,5,4,0,0,0,0,6,0,0,0,30,0,0,5,0,0,7,0,0,2,0,2,0,0,2,0,0,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR5651434,43,2,22,0,28,8,34,109,28,4,0,5,6,0,15,0,112,11,0,0,40,0,2,8,70,32,30,6,0,9,16,76,56,0,0,0,0,2,0,0,28,0,12,12,6,0,8,4,28,103,39,0,2,0,54,14,2,0,34,10,32,3,0,56,65,2,2,17,8,5,4,0,0,45,8,0,843,33,109,0,0,0,0,0,0,2,66,2,0,0,0,0,30,58,0,18,0,2,29,24,0,0,197,22,0,42,0,0,35,0,0,14,0,0,0,0,6,12,0,4,6,12,10,4,10,0,2,10,16,0,0,5,0,0,0,0,0,21,0,0,16,9,0,64,15,0,6,0,2,27,0,0,0,42,24,2,45,0,0,61,6,0,137,2,0,2,85,14,0,0,57,4,41,0,27,6,0,4,3,12,0,0,0,3
SRR5651444,76,4,66,12,32,24,75,314,88,0,0,10,60,0,27,0,352,34,29,6,118,0,4,12,70,87,52,6,7,27,38,108,176,0,15,0,0,6,0,0,88,2,15,12,12,0,8,12,96,307,121,0,12,0,86,24,4,0,106,14,92,3,2,112,166,0,2,65,8,2,4,0,2,54,28,0,1935,42,276,0,0,0,2,4,0,4,184,2,0,8,0,10,57,105,0,28,0,0,93,34,0,0,569,38,0,99,0,9,126,2,0,8,0,0,0,12,18,8,0,16,21,12,24,8,12,0,2,24,34,0,14,0,0,0,0,0,0,28,21,0,39,27,0,92,27,0,27,0,2,60,0,0,0,132,52,15,100,0,4,165,26,0,258,4,0,4,208,14,0,0,162,20,35,0,60,9,0,12,9,24,0,0,0,3
SRR5912597,15,0,0,0,0,0,4,23,6,0,0,0,7,0,0,0,24,3,0,4,4,0,0,0,0,4,2,0,0,9,10,6,12,0,0,0,0,0,0,0,6,2,0,0,0,0,4,0,4,14,6,0,0,2,4,6,0,0,4,6,6,0,0,8,15,0,0,25,0,0,0,0,0,11,3,0,129,3,52,0,0,0,2,0,0,0,6,0,0,0,0,0,12,31,0,8,0,0,6,4,0,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,42,0,0,16,0,0,16,0,0,0,0,0,18,0,0,0,9,0,4,30,0,0,16,4,0,99,2,0,0,7,2,0,0,12,0,6,0,18,0,0,0,3,0,0,0,0,0
SRR5925357,47,4,34,12,28,20,82,174,38,20,0,0,37,0,21,0,152,23,21,2,48,0,10,6,20,24,44,9,8,22,30,113,76,0,12,0,0,2,0,0,39,4,6,3,8,0,8,4,48,158,61,0,8,8,82,14,6,0,50,14,45,0,0,73,107,2,2,47,2,4,4,0,0,50,23,0,1168,51,147,0,0,0,2,0,0,4,118,0,2,4,0,2,39,67,0,24,0,0,43,18,0,0,304,36,0,63,0,9,35,2,0,8,0,0,0,9,12,4,0,16,21,33,30,4,22,0,2,16,30,0,13,7,0,0,0,0,0,19,18,0,24,27,2,60,21,0,21,0,0,30,2,0,4,57,44,14,54,2,2,90,28,0,175,4,0,4,113,10,0,0,93,14,80,0,30,0,0,10,6,4,0,0,0,0
SRR5935783,39,0,18,4,0,8,19,53,16,0,0,5,9,0,12,0,64,12,0,6,32,0,0,0,30,0,19,3,0,9,12,27,32,0,0,0,0,2,0,0,16,2,0,0,2,0,0,0,24,61,18,0,0,0,24,2,2,0,24,2,17,0,0,14,48,0,0,12,2,0,4,0,0,10,4,0,382,12,33,0,0,0,0,0,0,0,36,0,0,2,0,0,2,25,0,10,2,0,17,10,0,0,120,6,0,15,0,0,35,0,0,2,0,0,0,0,8,6,0,2,3,12,0,0,2,0,0,2,14,0,0,3,0,0,0,0,0,0,6,0,0,9,0,12,12,0,18,0,0,15,0,0,0,24,4,2,25,0,0,25,10,0,64,6,0,0,43,4,0,0,27,12,6,0,15,0,0,8,3,0,0,0,0,3
SRR5935820,59,4,38,4,0,16,41,150,40,4,0,5,25,0,0,0,160,21,6,8,20,0,2,6,30,35,22,0,2,36,16,50,80,0,0,0,0,2,0,0,40,0,0,6,0,0,4,4,42,151,52,0,6,0,40,10,0,0,44,12,44,0,2,48,76,0,2,24,6,4,8,0,0,24,11,0,858,15,113,0,0,0,0,2,2,0,76,0,0,0,0,6,32,65,0,22,2,0,46,12,0,0,255,14,0,25,0,3,21,0,0,2,0,0,0,3,4,0,0,8,15,6,23,0,4,0,0,14,16,0,0,0,0,0,0,0,0,26,6,0,16,6,0,36,0,0,12,0,0,42,0,0,0,60,16,4,72,0,2,79,16,0,154,4,0,0,88,2,0,0,78,22,43,0,42,0,0,8,12,0,0,0,0,0
